Martian,-The;True
Badlands;True
Christ-Complex;True
Charlie's-Angels;True
Hot-Tub-Time-Machine;True
Sunshine-Cleaning;True
Miracle-Worker,-The;True
Frequency;True
Beloved;True
American-Hustle;True
Avengers,-The;True
Shakespeare-in-Love;True
500-Days-of-Summer;True
Stuntman,-The;True
Newsies;True
Only-God-Forgives;True
Cedar-Rapids;True
American,-The;True
Losers,-The;False
42;True
Six-Degrees-of-Separation;True
Sixth-Sense,-The;True
Almost-Famous;True
Date-Night;True
Frozen;False
Body-Heat;True
Friday-the-13th;True
Crime-Spree;True
Lone-Star;True
Invention-of-Lying,-The;True
Limitless;True
Salton-Sea,-The;True
Man-in-the-Iron-Mask;True
Shampoo;True
Saving-Mr.-Banks;True
Monkeybone;True
Collateral-Damage;True
King's-Speech,-The;True
Godzilla;True
Boondock-Saints,-The;True
Shipping-News,-The;True
Blow;True
American-History-X;True
Love-and-Basketball;True
Mulholland-Drive;True
Foxcatcher;True
Speed-Racer;True
Drop-Dead-Gorgeous;True
Detroit-Rock-City;True
No-Country-for-Old-Men;True
His-Girl-Friday;True
Seventh-Seal,-The;True
Boyhood;True
Looper;True
Ninth-Gate,-The;False
Something's-Gotta-Give;True
Face-Off;True
Grapes-of-Wrath,-The;True
Help,-The;True
Fair-Game;True
I,-Robot;False
Spare-Me;True
Carrie;True
Departed,-The;True
Mary-Poppins;False
Point-Break;False
Hostage;True
Fighter,-The;True
Doors,-The;True
Shining,-The;True
Cable-Guy;True
Dark-City;False
Sleepless-in-Seattle;True
Bones;True
In-the-Loop;True
Heavenly-Creatures;True
Fabulous-Baker-Boys,-The;True
Law-Abiding-Citizen;True
Bad-Teacher;True
Bringing-Out-the-Dead;True
Saw;True
Bonfire-of-the-Vanities;True
Prometheus;False
High-Fidelity;True
Flintstones,-The;True
Soldier;True
Last-Boy-Scout,-The;True
Blade-II;False
Scott-Pilgrim-vs-the-World;True
Jimmy-and-Judy;True
La-La-Land;True
American-Gangster;True
Fear-and-Loathing-in-Las-Vegas;False
Pearl-Harbor;True
Clash-of-the-Titans;True
Candle-to-Water;True
Game-6;True
Bourne-Identity,-The;False
Hurt-Locker,-The;False
Ghostbusters-2;True
Eagle-Eye;True
Leaving-Las-Vegas;False
Fugitive,-The;True
Kids;True
Hard-to-Kill;True
Analyze-That;True
Shifty;True
Cinema-Paradiso;True
A-Most-Violent-Year;True
Flash-Gordon;True
Frozen-River;True
New-York-Minute;True
Flight;True
Monte-Carlo;True
Platinum-Blonde;False
Die-Hard-2;True
Le-Diable-par-la-Queue;True
French-Connection,-The;True
Rise-of-the-Guardians;True
Dawn-of-the-Dead;False
Anniversary-Party,-The;True
Crow,-The;True
Cider-House-Rules,-The;True
Confessions-of-a-Dangerous-Mind;True
Coco;False
Magnolia;True
Absolute-Power;True
Avengers,-The;True
I-am-Sam;True
Darkman;True
Duck-Soup;False
Into-the-Woods;True
Lincoln-Lawyer,-The;True
Reader,-The;True
Suspect-Zero;True
Gravity;False
Dog-Day-Afternoon;True
April-Fool's-Day;True
Deer-Hunter,-The;True
Scream-2;True
Bamboozled;True
Sister-Act;True
Barton-Fink;True
Clueless;False
It-Happened-One-Night;True
Reindeer-Games;True
Proposal,-The;True
Program,-The;True
Go;True
Malcolm-X;True
Bourne-Ultimatum,-The;False
Gran-Torino;True
Limey,-The;True
Alien-Nation;True
Broken-Arrow;True
American-Splendor;True
Jason-X;True
Creation;True
Cast-Away;True
Pleasantville;True
Dry-White-Season,-A;True
Jerry-Maguire;True
Dragonslayer;True
A-Prayer-Before-Dawn;True
Four-Rooms;True
My-Girl;True
Hannibal;True
Light-Sleeper;True
Major-League;True
Anonymous;True
Scream;True
Amityville-Asylum,-The;True
Analyze-This;True
Forrest-Gump;True
Break;False
Disturbia;True
Next-Three-Days,-The;True
Godfather-Part-III,-The;True
Extract;True
Hellboy;True
Hangover,-The;True
Machine-Gun-Preacher;True
Beavis-and-Butt-head-Do-America;True
Moonrise-Kingdom;True
Independence-Day;True
Les-Tontons-Flingueurs;True
Get-Low;True
Die-Hard;True
Basquiat;True
Larry-Crowne;True
City-of-Joy;True
Anastasia;True
Into-the-Wild;True
Judge-Dredd;True
Code-of-Silence;True
A-Scanner-Darkly;True
Get-Out;True
Priest;True
Hitchhiker's-Guide-to-the-Galaxy,-The;True
Cruel-Intentions;True
Indiana-Jones-and-the-Temple-of-Doom;False
Cradle-2-the-Grave;True
Kalifornia;True
Lost-Horizon;True
Paul;True
Affliction;True
Life-of-Pi;False
Next;True
Even-Cowgirls-Get-the-Blues;True
Iron-Lady,-The;True
Damned-United,-The;True
Jennifer's-Body;True
Shame;True
Beasts-of-No-Nation;True
Freddy-vs.-Jason;True
Batman-2;True
Lord-of-Illusions;True
Ninotchka;True
Life-of-David-Gale,-The;True
Arthur;True
Nightbreed;False
Simone;True
Babel;True
Jacket,-The;True
Cliffhanger;True
Rambling-Rose;True
Man-On-Fire;True
Funny-People;True
Queen,-The;True
Bounty-Hunter,-The;True
Jaws;True
Good-Girl,-The;True
Chasing-Amy;True
Do-The-Right-Thing;True
Passengers;True
Private-Life-of-Sherlock-Holmes,-The;False
Serenity;True
Event-Horizon;True
Fargo;True
Hunt-for-Red-October,-The;True
Strangers-on-a-Train;True
Armageddon;False
Finding-Nemo;True
Room;True
Nines,-The;True
American-Madness;True
I'll-Do-Anything;True
Game,-The;True
Ringu;False
Runaway-Bride;True
Rise-of-the-Planet-of-the-Apes;True
Beauty-and-the-Beast;True
Cars-2;True
Legend;False
Last-Flight,-The;True
Invictus;True
Amelia;True
Godfather-Part-II;True
Serial-Mom;True
Perfect-World,-A;True
Cell,-The;True
Confidence;True
Blade;True
Sandlot-Kids,-The;True
Martha-Marcy-May-Marlene;True
Godfather;True
Breakfast-Club,-The;True
Drag-Me-to-Hell;True
Mrs.-Brown;True
Barry-Lyndon;False
Lost-Highway;True
Supergirl;True
Psycho;True
Groundhog-Day;True
Devil-in-a-Blue-Dress;True
Book-of-Eli,-The;True
Great-Gatsby,-The;True
Chinatown;True
Eight-Legged-Freaks;True
Dumb-and-Dumber;True
Annie-Hall;True
Back-up-Plan,-The;True
Honeydripper;True
Heist;True
Birds,-The;True
RocknRolla;True
Braveheart;True
Hudsucker-Proxy,-The;True
Ghost-and-the-Darkness,-The;False
Hollow-Man;True
Get-on-Up;True
Inception;False
Inventing-the-Abbotts;True
Rear-Window;True
Rocky-Horror-Picture-Show,-The;True
30-Minutes-or-Less;True
Ghostbusters;True
Jaws-2;True
Adaptation;True
Gang-Related;True
Replacements,-The;True
Siege,-The;True
Perfect-Creature;True
Charade;True
Planet-of-the-Apes,-The;False
I-Am-Number-Four;True
Blue-Velvet;True
Storytelling;True
Kingdom,-The;True
All-the-King's-Men;True
Big-Fish;True
Enough;True
Pretty-Woman;True
Men-Who-Stare-at-Goats,-The;False
12-Years-a-Slave;True
Roommate,-The;True
Man-Who-Knew-Too-Much,-The;True
Hancock;True
Dune;True
Fatal-Instinct;True
Jay-and-Silent-Bob-Strike-Back;True
Horse-Whisperer,-The;True
Sex-and-the-City;True
Grifters,-The;True
Henry-Fool;True
Metro;True
Amour;True
Frozen;False
Death-at-a-Funeral;True
Ni-vu-ni-connu;True
South-Park;True
Space-Milkshake;True
Omega-Man;False
Ferris-Bueller's-Day-Off;True
Liar-Liar;True
Last-Station,-The;True
Family-Man,-The;True
Excalibur;True
Slither;True
Dead-Poets-Society;True
Pacifier,-The;True
Hellraiser;True
Rock,-The;True
Stepmom;True
Battle-of-Algiers,-The;True
Buried;True
Boxtrolls,-The;False
28-Days-Later;True
Mumford;True
Coraline;True
Gattaca;True
Big-Blue,-The;True
Orphan;True
Case-39;True
Mr-Blandings-Builds-His-Dream-House;True
Prophecy,-The;True
Elephant-Man,-The;True
Black-Snake-Moan;True
Mini's-First-Time;True
Island,-The;True
Midnight-in-Paris;True
Arbitrage;True
Brick;True
Malibu's-Most-Wanted;True
Petulia;True
Apocalypse-Now;True
Mean-Streets;True
Indiana-Jones-and-the-Last-Crusade;True
One-Flew-Over-the-Cuckoo's-Nest;True
Shivers;False
Clerks;True
Gandhi;False
Big-Lebowski,-The;True
Final-Destination;True
Men-in-Black;True
Grabbers;True
Arsenic-and-Old-Lace;True
Secret-Life-of-Walter-Mitty,-The;True
Chaos;True
Revolutionary-Road;True
Little-Athens;True
Passion-of-Joan-of-Arc,-The;False
Avatar;True
Deep-Rising;True
Donnie-Brasco;True
Relic,-The;True
Ghost;True
Devil-Wears-Prada,-The;True
Dogma;True
Cold-Mountain;True
I-Love-You-Phillip-Morris;True
Man-Trouble;True
Smokin'-Aces;True
Black-Dahlia,-The;True
Election;True
Mission-Impossible;True
Dallas-Buyers-Club;True
Rocky;True
Big;True
9;False
Pianist,-The;True
Big-Eyes;True
Rush;True
Precious;True
Descendants,-The;True
Sling-Blade;True
Intolerable-Cruelty;True
Klute;True
It-Happened-One-Night;True
Easy-A;True
Basic-Instinct;True
Erin-Brockovich;True
Crying-Game;True
Double-Indemnity;True
Kill-Your-Darlings;True
Heathers;True
Fright-Night;True
Hannah-and-Her-Sisters;True
Despicable-Me-2;True
RKO-281;True
Ruins,-The;True
A-Serious-Man;True
Silence-of-the-Lambs;True
